,dysfunction,impact
1720,Le problème identifié n'est pas le réel problème,25.0
1721,Le problème identifié n'est pas le réel problème,25.0
1722,Le problème identifié n'est pas le réel problème,25.0
1723,Le problème identifié n'est pas le réel problème,25.0
1724,Le problème identifié n'est pas le réel problème,25.0
1725,Le problème identifié n'est pas le réel problème,25.0
1726,Le problème identifié n'est pas le réel problème,25.0
1727,Le problème identifié n'est pas le réel problème,25.0
1728,Le problème identifié n'est pas le réel problème,25.0
1729,Le problème identifié n'est pas le réel problème,25.0
1730,Le problème identifié n'est pas le réel problème,25.0
1731,Le problème identifié n'est pas le réel problème,25.0
1732,Le problème identifié n'est pas le réel problème,25.0
1733,Le problème identifié n'est pas le réel problème,25.0
1734,Le problème identifié n'est pas le réel problème,25.0
1735,Le problème identifié n'est pas le réel problème,25.0
1736,Le problème identifié n'est pas le réel problème,25.0
1737,Le problème identifié n'est pas le réel problème,25.0
1738,Le problème identifié n'est pas le réel problème,25.0
1739,Le problème identifié n'est pas le réel problème,25.0
1740,Le problème identifié n'est pas le réel problème,25.0
1741,Le problème identifié n'est pas le réel problème,25.0
1742,Le problème identifié n'est pas le réel problème,25.0
1743,Le problème identifié n'est pas le réel problème,25.0
1744,Le problème identifié n'est pas le réel problème,25.0
1745,Le problème identifié n'est pas le réel problème,25.0
1746,Le problème identifié n'est pas le réel problème,25.0
1747,Le problème identifié n'est pas le réel problème,25.0
1748,Le problème identifié n'est pas le réel problème,25.0
1749,Le problème identifié n'est pas le réel problème,25.0
1750,Le problème identifié n'est pas le réel problème,25.0
1751,Le problème identifié n'est pas le réel problème,25.0
1752,Le problème identifié n'est pas le réel problème,25.0
1753,Le problème identifié n'est pas le réel problème,25.0
1754,Le problème identifié n'est pas le réel problème,25.0
1755,Le problème identifié n'est pas le réel problème,25.0
1756,Le problème identifié n'est pas le réel problème,25.0
1757,Le problème identifié n'est pas le réel problème,25.0
1758,Le problème identifié n'est pas le réel problème,25.0
1759,Le problème identifié n'est pas le réel problème,25.0
1760,Le problème identifié n'est pas le réel problème,25.0
1761,Le problème identifié n'est pas le réel problème,25.0
1762,Le problème identifié n'est pas le réel problème,25.0
1763,Le problème identifié n'est pas le réel problème,25.0
1764,Le problème identifié n'est pas le réel problème,25.0
1765,Le problème identifié n'est pas le réel problème,25.0
1766,Le problème identifié n'est pas le réel problème,25.0
1767,Le problème identifié n'est pas le réel problème,25.0
1768,Le problème identifié n'est pas le réel problème,25.0
1769,Le problème identifié n'est pas le réel problème,25.0
1770,Le problème identifié n'est pas le réel problème,25.0
1771,Le problème identifié n'est pas le réel problème,25.0
1772,Le problème identifié n'est pas le réel problème,25.0
1773,Le problème identifié n'est pas le réel problème,25.0
1774,Le problème identifié n'est pas le réel problème,25.0
1775,Le problème identifié n'est pas le réel problème,25.0
1776,Le problème identifié n'est pas le réel problème,25.0
1777,Le problème identifié n'est pas le réel problème,25.0
1778,Le problème identifié n'est pas le réel problème,25.0
1779,Le problème identifié n'est pas le réel problème,25.0
1780,Le problème identifié n'est pas le réel problème,25.0
1781,Le problème identifié n'est pas le réel problème,25.0
1782,Le problème identifié n'est pas le réel problème,25.0
1783,Le problème identifié n'est pas le réel problème,25.0
1784,Le problème identifié n'est pas le réel problème,25.0
1785,Le problème identifié n'est pas le réel problème,25.0
1786,Le problème identifié n'est pas le réel problème,25.0
1787,Le problème identifié n'est pas le réel problème,25.0
1788,Le problème identifié n'est pas le réel problème,25.0
1789,Le problème identifié n'est pas le réel problème,25.0
1790,Le problème identifié n'est pas le réel problème,25.0
1791,Le problème identifié n'est pas le réel problème,25.0
1792,Le problème identifié n'est pas le réel problème,25.0
1793,Le problème identifié n'est pas le réel problème,25.0
1794,Le problème identifié n'est pas le réel problème,25.0
1795,Le problème identifié n'est pas le réel problème,25.0
1796,Le problème identifié n'est pas le réel problème,25.0
1797,Le problème identifié n'est pas le réel problème,25.0
1798,Le problème identifié n'est pas le réel problème,25.0
1799,Le problème identifié n'est pas le réel problème,25.0
1800,Le problème identifié n'est pas le réel problème,25.0
1801,Le problème identifié n'est pas le réel problème,25.0
1802,Le problème identifié n'est pas le réel problème,25.0
1803,Le problème identifié n'est pas le réel problème,25.0
1804,Le problème identifié n'est pas le réel problème,25.0
1805,Le problème identifié n'est pas le réel problème,25.0
1806,Le problème identifié n'est pas le réel problème,25.0
1807,Le problème identifié n'est pas le réel problème,25.0
1808,Le problème identifié n'est pas le réel problème,25.0
1809,Le problème identifié n'est pas le réel problème,25.0
1810,Le problème identifié n'est pas le réel problème,25.0
1811,Le problème identifié n'est pas le réel problème,25.0
1812,Le problème identifié n'est pas le réel problème,25.0
1813,Le problème identifié n'est pas le réel problème,25.0
1814,Le problème identifié n'est pas le réel problème,25.0
1815,Le problème identifié n'est pas le réel problème,25.0
1816,Le problème identifié n'est pas le réel problème,25.0
1817,Le problème identifié n'est pas le réel problème,25.0
1818,Le problème identifié n'est pas le réel problème,25.0
1819,Le problème identifié n'est pas le réel problème,25.0
1820,Le problème identifié n'est pas le réel problème,25.0
1821,Le problème identifié n'est pas le réel problème,25.0
1822,Le problème identifié n'est pas le réel problème,25.0
1823,Le problème identifié n'est pas le réel problème,25.0
1824,Le problème identifié n'est pas le réel problème,25.0
1825,Le problème identifié n'est pas le réel problème,25.0
1826,Le problème identifié n'est pas le réel problème,25.0
1827,Le problème identifié n'est pas le réel problème,25.0
1828,Le problème identifié n'est pas le réel problème,25.0
1829,Le problème identifié n'est pas le réel problème,25.0
1830,Le problème identifié n'est pas le réel problème,25.0
1831,Le problème identifié n'est pas le réel problème,25.0
1832,Le problème identifié n'est pas le réel problème,25.0
1833,Le problème identifié n'est pas le réel problème,25.0
1834,Le problème identifié n'est pas le réel problème,25.0
1835,Le problème identifié n'est pas le réel problème,25.0
1836,Le problème identifié n'est pas le réel problème,25.0
1837,Le problème identifié n'est pas le réel problème,25.0
1838,Le problème identifié n'est pas le réel problème,25.0
1839,Le problème identifié n'est pas le réel problème,25.0
1840,Le problème identifié n'est pas le réel problème,25.0
1841,Le problème identifié n'est pas le réel problème,25.0
1842,Le problème identifié n'est pas le réel problème,25.0
1843,Le problème identifié n'est pas le réel problème,25.0
1844,Le problème identifié n'est pas le réel problème,25.0
1845,Le problème identifié n'est pas le réel problème,25.0
1846,Le problème identifié n'est pas le réel problème,25.0
1847,Le problème identifié n'est pas le réel problème,25.0
1848,Le problème identifié n'est pas le réel problème,25.0
1849,Le problème identifié n'est pas le réel problème,25.0
1850,Le problème identifié n'est pas le réel problème,25.0
1851,Le problème identifié n'est pas le réel problème,25.0
1852,Le problème identifié n'est pas le réel problème,25.0
1853,Le problème identifié n'est pas le réel problème,25.0
1854,Le problème identifié n'est pas le réel problème,25.0
1855,Le problème identifié n'est pas le réel problème,25.0
1856,Le problème identifié n'est pas le réel problème,25.0
1857,Le problème identifié n'est pas le réel problème,25.0
1858,Le problème identifié n'est pas le réel problème,25.0
1859,Le problème identifié n'est pas le réel problème,25.0
1860,Le problème identifié n'est pas le réel problème,25.0
1861,Le problème identifié n'est pas le réel problème,25.0
1862,Le problème identifié n'est pas le réel problème,25.0
1863,Le problème identifié n'est pas le réel problème,25.0
1864,Le problème identifié n'est pas le réel problème,25.0
1865,Le problème identifié n'est pas le réel problème,25.0
1866,Le problème identifié n'est pas le réel problème,25.0
1867,Le problème identifié n'est pas le réel problème,25.0
1868,Le problème identifié n'est pas le réel problème,25.0
1869,Le problème identifié n'est pas le réel problème,25.0
1870,Le problème identifié n'est pas le réel problème,25.0
1871,Le problème identifié n'est pas le réel problème,25.0
1872,Le problème identifié n'est pas le réel problème,25.0
1873,Le problème identifié n'est pas le réel problème,25.0
1874,Le problème identifié n'est pas le réel problème,25.0
1875,Le problème identifié n'est pas le réel problème,25.0
1876,Le problème identifié n'est pas le réel problème,25.0
1877,Le problème identifié n'est pas le réel problème,25.0
1878,Le problème identifié n'est pas le réel problème,25.0
1879,Le problème identifié n'est pas le réel problème,25.0
1880,Le problème identifié n'est pas le réel problème,25.0
1881,Le problème identifié n'est pas le réel problème,25.0
1882,Le problème identifié n'est pas le réel problème,25.0
1883,Le problème identifié n'est pas le réel problème,25.0
1884,Le problème identifié n'est pas le réel problème,25.0
1885,Le problème identifié n'est pas le réel problème,25.0
1886,Le problème identifié n'est pas le réel problème,25.0
1887,Le problème identifié n'est pas le réel problème,25.0
1888,Le problème identifié n'est pas le réel problème,25.0
1889,Le problème identifié n'est pas le réel problème,25.0
1890,Le problème identifié n'est pas le réel problème,25.0
1891,Le problème identifié n'est pas le réel problème,25.0
1892,Le problème identifié n'est pas le réel problème,25.0
1893,Le problème identifié n'est pas le réel problème,25.0
1894,Le problème identifié n'est pas le réel problème,25.0
1895,Le problème identifié n'est pas le réel problème,25.0
1896,Le problème identifié n'est pas le réel problème,25.0
1897,Le problème identifié n'est pas le réel problème,25.0
1898,Le problème identifié n'est pas le réel problème,25.0
1899,Le problème identifié n'est pas le réel problème,25.0
1900,Le problème identifié n'est pas le réel problème,25.0
1901,Le problème identifié n'est pas le réel problème,25.0
1902,Le problème identifié n'est pas le réel problème,25.0
1903,Le problème identifié n'est pas le réel problème,25.0
1904,Le problème identifié n'est pas le réel problème,25.0
1905,Le problème identifié n'est pas le réel problème,25.0
1906,Le problème identifié n'est pas le réel problème,25.0
1907,Le problème identifié n'est pas le réel problème,25.0
1908,Le problème identifié n'est pas le réel problème,25.0
1909,Le problème identifié n'est pas le réel problème,25.0
1910,Le problème identifié n'est pas le réel problème,25.0
1911,Le problème identifié n'est pas le réel problème,25.0
1912,Le problème identifié n'est pas le réel problème,25.0
1913,Le problème identifié n'est pas le réel problème,25.0
1914,Le problème identifié n'est pas le réel problème,25.0
1915,Le problème identifié n'est pas le réel problème,25.0
1916,Le problème identifié n'est pas le réel problème,25.0
1917,Le problème identifié n'est pas le réel problème,25.0
1918,Le problème identifié n'est pas le réel problème,25.0
1919,Le problème identifié n'est pas le réel problème,25.0
1920,Le problème identifié n'est pas le réel problème,25.0
1921,Le problème identifié n'est pas le réel problème,25.0
1922,Le problème identifié n'est pas le réel problème,25.0
1923,Le problème identifié n'est pas le réel problème,25.0
1924,Le problème identifié n'est pas le réel problème,25.0
1925,Le problème identifié n'est pas le réel problème,25.0
1926,Le problème identifié n'est pas le réel problème,25.0
1927,Le problème identifié n'est pas le réel problème,25.0
1928,Le problème identifié n'est pas le réel problème,25.0
1929,Le problème identifié n'est pas le réel problème,25.0
1930,Le problème identifié n'est pas le réel problème,25.0
1931,Le problème identifié n'est pas le réel problème,25.0
1932,Le problème identifié n'est pas le réel problème,25.0
1933,Le problème identifié n'est pas le réel problème,25.0
1934,Le problème identifié n'est pas le réel problème,25.0
1935,Le problème identifié n'est pas le réel problème,25.0
1936,Le problème identifié n'est pas le réel problème,25.0
1937,Le problème identifié n'est pas le réel problème,25.0
1938,Le problème identifié n'est pas le réel problème,25.0
1939,Le problème identifié n'est pas le réel problème,25.0
1940,Le problème identifié n'est pas le réel problème,25.0
1941,Le problème identifié n'est pas le réel problème,25.0
1942,Le problème identifié n'est pas le réel problème,25.0
1943,Le problème identifié n'est pas le réel problème,25.0
1944,Le problème identifié n'est pas le réel problème,25.0
1945,Le problème identifié n'est pas le réel problème,25.0
1946,Le problème identifié n'est pas le réel problème,25.0
1947,Le problème identifié n'est pas le réel problème,25.0
1948,Le problème identifié n'est pas le réel problème,25.0
1949,Le problème identifié n'est pas le réel problème,25.0
1950,Le problème identifié n'est pas le réel problème,25.0
1951,Le problème identifié n'est pas le réel problème,25.0
1952,Le problème identifié n'est pas le réel problème,25.0
1953,Le problème identifié n'est pas le réel problème,25.0
1954,Le problème identifié n'est pas le réel problème,25.0
1955,Le problème identifié n'est pas le réel problème,25.0
1956,Le problème identifié n'est pas le réel problème,25.0
1957,Le problème identifié n'est pas le réel problème,25.0
1958,Le problème identifié n'est pas le réel problème,25.0
1959,Le problème identifié n'est pas le réel problème,25.0
1960,Le problème identifié n'est pas le réel problème,25.0
1961,Le problème identifié n'est pas le réel problème,25.0
1962,Le problème identifié n'est pas le réel problème,25.0
1963,Le problème identifié n'est pas le réel problème,25.0
1964,Le problème identifié n'est pas le réel problème,25.0
1965,Le problème identifié n'est pas le réel problème,25.0
1966,Le problème identifié n'est pas le réel problème,25.0
1967,Le problème identifié n'est pas le réel problème,25.0
1968,Le problème identifié n'est pas le réel problème,25.0
1969,Le problème identifié n'est pas le réel problème,25.0
1970,Le problème identifié n'est pas le réel problème,25.0
1971,Le problème identifié n'est pas le réel problème,25.0
1972,Le problème identifié n'est pas le réel problème,25.0
1973,Le problème identifié n'est pas le réel problème,25.0
1974,Le problème identifié n'est pas le réel problème,25.0
1975,Le problème identifié n'est pas le réel problème,25.0
1976,Le problème identifié n'est pas le réel problème,25.0
1977,Le problème identifié n'est pas le réel problème,25.0
1978,Le problème identifié n'est pas le réel problème,25.0
1979,Le problème identifié n'est pas le réel problème,25.0
1980,Le problème identifié n'est pas le réel problème,25.0
1981,Le problème identifié n'est pas le réel problème,25.0
1982,Le problème identifié n'est pas le réel problème,25.0
1983,Le problème identifié n'est pas le réel problème,25.0
1984,Le problème identifié n'est pas le réel problème,25.0
1985,Le problème identifié n'est pas le réel problème,25.0
1986,Le problème identifié n'est pas le réel problème,25.0
1987,Le problème identifié n'est pas le réel problème,25.0
1988,Le problème identifié n'est pas le réel problème,25.0
1989,Le problème identifié n'est pas le réel problème,25.0
1990,Le problème identifié n'est pas le réel problème,25.0
1991,Le problème identifié n'est pas le réel problème,25.0
1992,Le problème identifié n'est pas le réel problème,25.0
1993,Le problème identifié n'est pas le réel problème,25.0
1994,Le problème identifié n'est pas le réel problème,25.0
1995,Le problème identifié n'est pas le réel problème,25.0
1996,Le problème identifié n'est pas le réel problème,25.0
1997,Le problème identifié n'est pas le réel problème,25.0
1998,Le problème identifié n'est pas le réel problème,25.0
1999,Le problème identifié n'est pas le réel problème,25.0
2000,Le problème identifié n'est pas le réel problème,25.0
2001,Le problème identifié n'est pas le réel problème,25.0
2002,Le problème identifié n'est pas le réel problème,25.0
2003,Le problème identifié n'est pas le réel problème,25.0
2004,Le problème identifié n'est pas le réel problème,25.0
2005,Le problème identifié n'est pas le réel problème,25.0
2006,Le problème identifié n'est pas le réel problème,25.0
2007,Le problème identifié n'est pas le réel problème,25.0
2008,Le problème identifié n'est pas le réel problème,25.0
2009,Le problème identifié n'est pas le réel problème,25.0
2010,Le problème identifié n'est pas le réel problème,25.0
2011,Le problème identifié n'est pas le réel problème,20.0
2012,Le problème identifié n'est pas le réel problème,20.0
2013,Le problème identifié n'est pas le réel problème,20.0
2014,Le problème identifié n'est pas le réel problème,20.0
2015,Le problème identifié n'est pas le réel problème,20.0
2016,Le problème identifié n'est pas le réel problème,20.0
2017,Le problème identifié n'est pas le réel problème,20.0
2018,Le problème identifié n'est pas le réel problème,20.0
2019,Le problème identifié n'est pas le réel problème,20.0
2020,Le problème identifié n'est pas le réel problème,20.0
2021,Le problème identifié n'est pas le réel problème,20.0
2022,Le problème identifié n'est pas le réel problème,20.0
2023,Le problème identifié n'est pas le réel problème,20.0
2024,Le problème identifié n'est pas le réel problème,20.0
2025,Le problème identifié n'est pas le réel problème,20.0
2026,Le problème identifié n'est pas le réel problème,20.0
2027,Le problème identifié n'est pas le réel problème,20.0
2028,Le problème identifié n'est pas le réel problème,20.0
2029,Manque de collaboration,20.0
2030,Le problème identifié n'est pas le réel problème,20.0
2031,Le problème identifié n'est pas le réel problème,20.0
2032,Le problème identifié n'est pas le réel problème,20.0
2033,Le problème identifié n'est pas le réel problème,20.0
2034,Le problème identifié n'est pas le réel problème,20.0
2035,Le problème identifié n'est pas le réel problème,20.0
2036,Le problème identifié n'est pas le réel problème,20.0
2037,Le problème identifié n'est pas le réel problème,20.0
2038,Le problème identifié n'est pas le réel problème,20.0
2039,Le problème identifié n'est pas le réel problème,20.0
2040,Le problème identifié n'est pas le réel problème,20.0
2041,Le problème identifié n'est pas le réel problème,20.0
2042,Le problème identifié n'est pas le réel problème,20.0
2043,Le problème identifié n'est pas le réel problème,20.0
2044,Le problème identifié n'est pas le réel problème,20.0
2045,Le problème identifié n'est pas le réel problème,20.0
2046,Le problème identifié n'est pas le réel problème,20.0
2047,Le problème identifié n'est pas le réel problème,20.0
2048,Le problème identifié n'est pas le réel problème,20.0
2049,Le problème identifié n'est pas le réel problème,20.0
2050,Le problème identifié n'est pas le réel problème,20.0
2051,Le problème identifié n'est pas le réel problème,20.0
2052,Le problème identifié n'est pas le réel problème,20.0
2053,Le problème identifié n'est pas le réel problème,20.0
2054,Le problème identifié n'est pas le réel problème,20.0
2055,Le problème identifié n'est pas le réel problème,20.0
2056,Le problème identifié n'est pas le réel problème,20.0
2057,Le problème identifié n'est pas le réel problème,20.0
2058,Le problème identifié n'est pas le réel problème,20.0
2059,Le problème identifié n'est pas le réel problème,20.0
2060,Le problème identifié n'est pas le réel problème,20.0
2061,Le problème identifié n'est pas le réel problème,20.0
2062,Le problème identifié n'est pas le réel problème,20.0
2063,Le problème identifié n'est pas le réel problème,20.0
2064,Le problème identifié n'est pas le réel problème,20.0
2065,Le problème identifié n'est pas le réel problème,20.0
2066,Le problème identifié n'est pas le réel problème,20.0
2067,Le problème identifié n'est pas le réel problème,20.0
2068,Le problème identifié n'est pas le réel problème,20.0
2069,Le problème identifié n'est pas le réel problème,20.0
2070,Le problème identifié n'est pas le réel problème,20.0
2071,Le problème identifié n'est pas le réel problème,20.0
2072,Le problème identifié n'est pas le réel problème,20.0
2073,Le problème identifié n'est pas le réel problème,20.0
2074,Le problème identifié n'est pas le réel problème,20.0
2075,Le problème identifié n'est pas le réel problème,20.0
2076,Trop de strates dans l'organisation,10.0
2077,Non communication sur le produit,10.0
2078,Le climat social n'est pas adapté pour remonter le problème,5.0
2079,L'équipe et les parties prenantes n'ont pas confiance en les utilisateurs,5.0
2080,L'utilisateur n'a pas moyen de remonter ses problèmes,0.0
2081,L'utilisateur n'a pas de moyen de remonter ses problèmes,0.0
2082,Pas de confiance aux utilisateurs,0.0
2083,Il y a un manque de collaboration,0.0
